model_name,x,y,model_name,batch,tier,final_score,pbr_type,base_color_score,normal_score,roughness_score,metallic_score,normal_map_expected_score,normal_map_pred_score,roughness_expected_score,roughness_pred_score,metallic_expected_score,metallic_pred_score,base_color_expected_score,base_color_pred_score
sketchfab__31__31aabb56d7db43ff996a032e271b084a,30.66264533996582,-33.671905517578125,sketchfab__31__31aabb56d7db43ff996a032e271b084a,batch_22,Tier 2 (高级/AAA),4.15,physical,4,4,4,5,4.722430229187012,5,4.610147953033447,5,4.7842278480529785,5,3.384585380554199,5
sketchfab__35__35e35bb8b28949cc8a03006ed0084d0f_pumpshotgun-rust_None,7.6503071784973145,53.709598541259766,sketchfab__35__35e35bb8b28949cc8a03006ed0084d0f_pumpshotgun-rust_None,batch_22,Tier 3 (游戏级),3.34,physical,4,3,3,4,4.545273780822754,5,2.9514694213867188,5,3.9977378845214844,5,3.887361526489258,5
sketchfab__48__48b66785e4e541d59da3771004f3aaa0,-2.3420896530151367,14.09770679473877,sketchfab__48__48b66785e4e541d59da3771004f3aaa0,batch_22,Tier 5 (勉强可用),1.15,physical,2,0,3,0,0.014158608391880989,0,3.392125129699707,5,1.2524086236953735,0,1.9542802572250366,0
sketchfab__52__52e6e8471a864405aabe240504433e5f,10.159574508666992,-15.764094352722168,sketchfab__52__52e6e8471a864405aabe240504433e5f,batch_22,Tier 3 (游戏级),2.8,physical,3,2,3,4,2.269423246383667,0,3.420196771621704,5,4.203381538391113,5,3.081986427307129,5
sketchfab__60__600f0e7946d9498f956a44c79684595e_None,62.55620574951172,-12.818232536315918,sketchfab__60__600f0e7946d9498f956a44c79684595e_None,batch_22,Tier 3 (游戏级),3.49,physical,4,3,3,5,3.912750244140625,5,2.794013023376465,5,4.926727294921875,5,4.302323341369629,5
sketchfab__61__613ed1d347dd42fe8147397c7c02cfad,42.06497573852539,-16.9975528717041,sketchfab__61__613ed1d347dd42fe8147397c7c02cfad,batch_22,Tier 3 (游戏级),2.84,physical,3,3,1,5,2.9177663326263428,5,0.1428607702255249,0,4.909033298492432,5,4.300420761108398,5
sketchfab__67__672c9c53235643d8b8081d48c695edfb,9.589859962463379,26.4221134185791,sketchfab__67__672c9c53235643d8b8081d48c695edfb,batch_22,Tier 4 (手游级),1.89,physical,3,2,2,0,1.2064967155456543,0,2.368049383163452,2,0.5383791327476501,0,3.265695571899414,5
sketchfab__82__82f23fdc99904ae38f28c04011213c08_3,-22.379714965820312,39.73292922973633,sketchfab__82__82f23fdc99904ae38f28c04011213c08_3,batch_22,Tier 4 (手游级),2.09,physical,3,0,3,5,0.39119720458984375,0,0.7727389335632324,0,4.238154411315918,5,2.1409120559692383,0
sketchfab__85__85e3a12f3b6c409cb1e6a8928e610c63,59.54004669189453,7.882603645324707,sketchfab__85__85e3a12f3b6c409cb1e6a8928e610c63,batch_22,Tier 3 (游戏级),2.95,physical,3,2,3,5,2.167717456817627,0,2.5419015884399414,3,4.7842793464660645,5,3.4995999336242676,5
sketchfab__88__8840422536794579a2b86ed0067e6802_6,67.33284759521484,-12.391796112060547,sketchfab__88__8840422536794579a2b86ed0067e6802_6,batch_22,Tier 2 (高级/AAA),3.65,physical,4,3,3,5,4.284037113189697,5,2.687664747238159,3,4.845233917236328,5,4.5027594566345215,5
sketchfab__91__91a3677649a4499997beecc6313782ca_1,37.87398147583008,22.430057525634766,sketchfab__91__91a3677649a4499997beecc6313782ca_1,batch_22,Tier 3 (游戏级),2.95,physical,3,2,4,4,1.5355448722839355,0,4.434931755065918,5,3.0489232540130615,5,4.24749231338501,5
sketchfab__93__9362ba356f52427d8a9391b1ff5f9e16_1,-30.74794578552246,44.60775375366211,sketchfab__93__9362ba356f52427d8a9391b1ff5f9e16_1,batch_22,Tier 4 (手游级),1.94,physical,3,0,3,4,0.016692619770765305,0,2.7734506130218506,5,2.874695301055908,5,3.075559377670288,5
sketchfab__96__96aef53ac0d94b6c9aa481bc0adf1b16_None,-50.70359802246094,2.8864336013793945,sketchfab__96__96aef53ac0d94b6c9aa481bc0adf1b16_None,batch_22,Incorrect (不可用),0.35,uncertain,1,0,0,0,3.3029641599569004e-07,0,0.31626325845718384,0,3.339290142059326,5,3.5959362983703613,5
sketchfab__96__966dfe1fded44a17acc85506de7d173d_None,32.049259185791016,-20.190509796142578,sketchfab__96__966dfe1fded44a17acc85506de7d173d_None,batch_22,Tier 5 (勉强可用),1.49,physical,3,0,4,0,0.08771626651287079,0,3.5701069831848145,5,4.929915428161621,5,4.01185417175293,5
sketchfab__a1__a17e1203c470429eb33583a751dd85c4_None,59.494903564453125,-25.417461395263672,sketchfab__a1__a17e1203c470429eb33583a751dd85c4_None,batch_22,Tier 2 (高级/AAA),3.64,physical,4,3,4,5,4.779328346252441,5,4.688416481018066,5,4.99142599105835,5,4.484318256378174,5
sketchfab__a2__a20ac709154040b5a3086ba7339991b1_None,1.975799322128296,35.57085418701172,sketchfab__a2__a20ac709154040b5a3086ba7339991b1_None,batch_22,Tier 5 (勉强可用),1.34,physical,3,0,3,0,0.05120636522769928,0,2.3664753437042236,2,2.0859808921813965,0,3.442570209503174,5
sketchfab__a4__a4f56313375d41318ca25aebaeb0db07,26.0823974609375,-22.589937210083008,sketchfab__a4__a4f56313375d41318ca25aebaeb0db07,batch_22,Tier 2 (高级/AAA),3.8,physical,4,3,4,5,1.049670696258545,0,4.43078088760376,5,4.95460844039917,5,4.019001483917236,5
sketchfab__a5__a53d38dd235b49d69d7024d1a3bc5290_None,24.15082550048828,-3.3305490016937256,sketchfab__a5__a53d38dd235b49d69d7024d1a3bc5290_None,batch_22,Tier 2 (高级/AAA),3.55,physical,4,4,3,2,4.7672600746154785,5,3.017738103866577,5,4.522485733032227,5,3.721592903137207,5
sketchfab__a5__a534fdc3f6e544b99a5e6bbd1f212c56,14.498310089111328,54.88500213623047,sketchfab__a5__a534fdc3f6e544b99a5e6bbd1f212c56,batch_22,Tier 2 (高级/AAA),3.65,physical,4,3,4,4,3.801675319671631,5,3.2490458488464355,5,2.6381821632385254,5,3.460925340652466,5
sketchfab__b4__b4ee81abd658428894e7bfe992a0fa3a_None,-29.029891967773438,-10.477603912353516,sketchfab__b4__b4ee81abd658428894e7bfe992a0fa3a_None,batch_22,Tier 5 (勉强可用),1.34,physical,3,0,3,0,0.001987571595236659,0,1.7355772256851196,0,3.284687042236328,5,2.5367531776428223,5
sketchfab__bd__bd0f4f55f023417c8a912d4226d23991,3.112443685531616,15.850954055786133,sketchfab__bd__bd0f4f55f023417c8a912d4226d23991,batch_22,Tier 5 (勉强可用),1.45,physical,2,0,2,3,0.046971067786216736,0,1.1344850063323975,0,1.2145639657974243,0,2.651175022125244,5
sketchfab__be__befc2e4ec5254abb85f01ddbba65a169,-24.426713943481445,-27.641523361206055,sketchfab__be__befc2e4ec5254abb85f01ddbba65a169,batch_22,Tier 4 (手游级),1.7,physical,2,2,2,0,1.2722781896591187,0,1.0917056798934937,0,0.33921167254447937,0,1.9292749166488647,0
sketchfab__c4__c40ad9e6486847ff8cd2d2c16f390388,-42.85402297973633,-0.9961951971054077,sketchfab__c4__c40ad9e6486847ff8cd2d2c16f390388,batch_22,Tier 4 (手游级),1.79,physical,3,0,1,5,5.9621906984830275e-06,0,0.21166761219501495,0,4.874167442321777,5,3.8619384765625,5
sketchfab__c6__c64a5f81a1c74da08d440c2894487321,9.427406311035156,55.92455291748047,sketchfab__c6__c64a5f81a1c74da08d440c2894487321,batch_22,Tier 3 (游戏级),2.8,physical,3,2,3,4,0.5584882497787476,0,3.7048707008361816,5,3.879709243774414,5,3.74139666557312,5
sketchfab__c7__c73fc5940dd04532b23bd355fe96c744,-0.9132929444313049,4.489735126495361,sketchfab__c7__c73fc5940dd04532b23bd355fe96c744,batch_22,Tier 5 (勉强可用),1.0,stylized,2,0,2,0,0.0862852931022644,0,0.6285017728805542,0,4.322683334350586,5,1.9247428178787231,0
sketchfab__c8__c807aced917241d8909f3ecb442fb6a8,28.782060623168945,18.274654388427734,sketchfab__c8__c807aced917241d8909f3ecb442fb6a8,batch_22,Tier 3 (游戏级),2.54,physical,3,3,3,1,2.6464242935180664,5,3.7004318237304688,5,1.6797981262207031,0,3.1188316345214844,5
sketchfab__ca__ca8c2dfb8d9c4ab897f3addc52714cf8_raindrops-texture-03,19.147274017333984,-27.28521156311035,sketchfab__ca__ca8c2dfb8d9c4ab897f3addc52714cf8_raindrops-texture-03,batch_22,Tier 2 (高级/AAA),3.61,physical,3,3,4,5,3.8986246585845947,5,4.695120334625244,5,4.926392555236816,5,4.098381996154785,5
sketchfab__d2__d24077351b0841ae8074fa331569b107_5,-15.956975936889648,41.88013458251953,sketchfab__d2__d24077351b0841ae8074fa331569b107_5,batch_22,Tier 3 (游戏级),3.0,physical,3,3,1,5,0.8366023302078247,0,0.042899809777736664,0,4.58587121963501,5,2.825347661972046,5
sketchfab__db__db4dc333786a486b9876a10ab219481d_None,0.8339229226112366,23.339275360107422,sketchfab__db__db4dc333786a486b9876a10ab219481d_None,batch_22,Tier 3 (游戏级),2.81,physical,2,3,3,3,1.8738815784454346,0,2.7724857330322266,5,1.505213975906372,0,2.6683993339538574,5
sketchfab__db__dbefe216d6e44165b14ff31a86f46f38_None,-13.653367042541504,56.618831634521484,sketchfab__db__dbefe216d6e44165b14ff31a86f46f38_None,batch_22,Tier 3 (游戏级),3.3,physical,3,3,4,4,3.311542510986328,5,4.903745651245117,5,4.236718654632568,5,3.7118051052093506,5
sketchfab__de__de35dab4d7ab44448eda37022df1c419_3,7.298007011413574,20.509159088134766,sketchfab__de__de35dab4d7ab44448eda37022df1c419_3,batch_22,Tier 4 (手游级),1.94,physical,3,0,4,3,0.045834630727767944,0,4.650795936584473,5,1.32365083694458,0,4.117615699768066,5
sketchfab__df__df42d474e6b342caac9c0c546de82935_2,13.89447021484375,-17.584308624267578,sketchfab__df__df42d474e6b342caac9c0c546de82935_2,batch_22,Tier 2 (高级/AAA),3.5,physical,3,4,3,4,1.3954246044158936,0,2.949620246887207,5,3.6270642280578613,5,3.8835079669952393,5
sketchfab__e2__e289e418b6544329953da1b20246410d_eli-lillys-saber_None,-15.060239791870117,46.499603271484375,sketchfab__e2__e289e418b6544329953da1b20246410d_eli-lillys-saber_None,batch_22,Tier 3 (游戏级),3.3,physical,3,3,3,5,2.4234769344329834,0,2.5494275093078613,3,4.250190734863281,5,3.3272628784179688,5
sketchfab__e3__e3e0c9dcd90547ca973af73b633cae48,48.6273193359375,29.792888641357422,sketchfab__e3__e3e0c9dcd90547ca973af73b633cae48,batch_22,Tier 2 (高级/AAA),3.65,physical,4,3,4,4,3.592560291290283,5,3.382977247238159,5,3.7338809967041016,5,4.2016801834106445,5
sketchfab__e6__e66414c1123a42b1a0c17d1eb9947495_swiss-militia-halberdiers_3,-21.974912643432617,18.6074161529541,sketchfab__e6__e66414c1123a42b1a0c17d1eb9947495_swiss-militia-halberdiers_3,batch_22,Tier 5 (勉强可用),1.34,stylized,3,0,0,3,0.20593424141407013,0,0.030195675790309906,0,2.23238205909729,0,3.68852162361145,5
sketchfab__e8__e824cfa4d0f14ef69f27d99e81112c06_1,3.6994447708129883,33.60675811767578,sketchfab__e8__e824cfa4d0f14ef69f27d99e81112c06_1,batch_22,Tier 4 (手游级),2.34,physical,3,2,3,2,1.3249784708023071,0,2.434861183166504,3,2.003126859664917,0,3.165252923965454,5
sketchfab__ec__ec6ef1d2174e4e2185adf5b3b67ebf9a_2,-7.306884288787842,11.177583694458008,sketchfab__ec__ec6ef1d2174e4e2185adf5b3b67ebf9a_2,batch_22,Tier 4 (手游级),1.55,physical,2,2,0,1,1.013777256011963,0,0.16117703914642334,0,0.3938928246498108,0,2.397830009460449,0
sketchfab__f0__f07ac26bd2c64b568d3b282a2f222d2b_gun-full,14.060120582580566,54.358497619628906,sketchfab__f0__f07ac26bd2c64b568d3b282a2f222d2b_gun-full,batch_22,Tier 4 (手游级),1.94,physical,3,0,3,4,2.1198229789733887,0,2.6938939094543457,3,3.2850589752197266,5,3.459977149963379,5
sketchfab__f7__f7f6b876a8294c82837f0e5eccf021ab_3,-9.618374824523926,-14.538095474243164,sketchfab__f7__f7f6b876a8294c82837f0e5eccf021ab_3,batch_22,Tier 3 (游戏级),3.34,physical,4,3,4,3,3.9461703300476074,5,4.145878314971924,5,2.0816524028778076,0,4.4322285652160645,5
sketchfab__f7__f73b10c162c44143b4f7ebeb6e1204d2,-20.887882232666016,12.004412651062012,sketchfab__f7__f73b10c162c44143b4f7ebeb6e1204d2,batch_22,Tier 4 (手游级),1.68,physical,4,0,2,2,0.4581244885921478,0,1.1961066722869873,0,2.185394763946533,0,3.6076574325561523,5
sketchfab__fe__fe16b6f2fd34482f9ab5a2d2e20835e9_None,-22.04503059387207,49.101837158203125,sketchfab__fe__fe16b6f2fd34482f9ab5a2d2e20835e9_None,batch_22,Tier 4 (手游级),2.09,physical,3,3,1,0,2.1074793338775635,0,0.7655923366546631,0,4.1787214279174805,5,2.574401378631592,5
sketchfab-objaverse__00__001ee191c4794811ac9cc9d59c1d37b7_7,-23.38682746887207,49.831932067871094,sketchfab-objaverse__00__001ee191c4794811ac9cc9d59c1d37b7_7,batch_22,Tier 3 (游戏级),2.84,physical,4,2,2,4,2.367190361022949,0,1.7442443370819092,0,3.8525054454803467,5,2.9766573905944824,5
sketchfab-objaverse__08__088d32d444e94fb7ad23ee09d956d77c_1,-14.273781776428223,39.2578239440918,sketchfab-objaverse__08__088d32d444e94fb7ad23ee09d956d77c_1,batch_22,Tier 4 (手游级),2.38,physical,4,2,0,4,1.2510919570922852,0,0.0774046778678894,0,2.8132410049438477,5,3.5961689949035645,5
sketchfab-objaverse__8d__8d2bea30457f462d98a91cd472d6035e,-55.30011749267578,0.16803163290023804,sketchfab-objaverse__8d__8d2bea30457f462d98a91cd472d6035e,batch_22,Tier 5 (勉强可用),1.19,physical,3,0,2,0,2.5848005957840314e-09,0,1.4827667474746704,0,0.022839993238449097,0,3.5788626670837402,5
sketchfab-objaverse__8e__8ea2133c5abf44beb1cd529bbbcbb518_None,6.892251491546631,6.094592571258545,sketchfab-objaverse__8e__8ea2133c5abf44beb1cd529bbbcbb518_None,batch_22,Tier 3 (游戏级),2.69,physical,3,3,2,3,4.303857803344727,5,0.5961431264877319,0,2.527514934539795,5,2.8655099868774414,5
sketchfab-objaverse__14__142d28b963b746069592541c0e762456,-12.401886940002441,-41.73602294921875,sketchfab-objaverse__14__142d28b963b746069592541c0e762456,batch_22,Incorrect (不可用),0.46,physical,0,0,1,1,0.02657255530357361,0,0.1711491346359253,0,0.5556992292404175,0,1.0252915620803833,0
sketchfab-objaverse__21__21237345e951415289f7cea092cfeb63,22.28005599975586,54.6529426574707,sketchfab-objaverse__21__21237345e951415289f7cea092cfeb63,batch_22,Tier 3 (游戏级),3.08,physical,4,4,0,4,4.984681129455566,5,0.038524530827999115,0,2.9677605628967285,5,3.7430222034454346,5
sketchfab-objaverse__22__2224459143ee4470853ceeb43cf304f4_None,7.830296993255615,16.660573959350586,sketchfab-objaverse__22__2224459143ee4470853ceeb43cf304f4_None,batch_22,Tier 4 (手游级),1.7,physical,2,2,2,0,1.5987604856491089,0,1.441420555114746,0,0.014572630636394024,0,2.0828890800476074,0
sketchfab-objaverse__64__648ddfdebd334b8ab8bf67338a1c53f2,46.66189193725586,27.56627082824707,sketchfab-objaverse__64__648ddfdebd334b8ab8bf67338a1c53f2,batch_22,Tier 2 (高级/AAA),3.65,physical,3,4,4,4,4.094841957092285,5,4.081229209899902,5,4.511943817138672,5,4.492846488952637,5
sketchfab-objaverse__79__79289b71a21d462282da2ace84904456_1,8.377679824829102,9.429947853088379,sketchfab-objaverse__79__79289b71a21d462282da2ace84904456_1,batch_22,Tier 4 (手游级),1.95,physical,2,1,3,3,0.6685432195663452,0,3.010756492614746,5,0.350414514541626,0,2.867906093597412,5
sketchfab-objaverse__f5__f531cad00e3045998604473299785899_1,-20.130338668823242,47.96074295043945,sketchfab-objaverse__f5__f531cad00e3045998604473299785899_1,batch_22,Tier 3 (游戏级),2.54,physical,3,3,3,1,3.1220831871032715,5,1.7868068218231201,0,2.4748969078063965,0,2.6413509845733643,5
unreal__3dc97d5c4b082ed64cf35248a7c8c1710008d2749131ae4c384469fc6eca9d82,-9.968470573425293,-11.818209648132324,unreal__3dc97d5c4b082ed64cf35248a7c8c1710008d2749131ae4c384469fc6eca9d82,batch_22,Tier 4 (手游级),2.39,physical,3,3,3,0,3.3762848377227783,5,3.5344581604003906,5,2.473912477493286,0,3.950519561767578,5
unreal__3e3f77811bedf021945a8d1da140ae93351be77793cb28b7d9b57c1971f2c8e2,-3.834609270095825,-2.0728278160095215,unreal__3e3f77811bedf021945a8d1da140ae93351be77793cb28b7d9b57c1971f2c8e2,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.34068816900253296,0,0.37644287943840027,0,4.5161285400390625,5,2.319927930831909,0
unreal__3e23151763b7215c1fe748c284875056eef219c964a5c587cbcef11c84cc709d,7.844109535217285,-9.033952713012695,unreal__3e23151763b7215c1fe748c284875056eef219c964a5c587cbcef11c84cc709d,batch_22,Tier 3 (游戏级),2.7,physical,3,3,3,1,3.0645625591278076,5,2.4058918952941895,2,0.5051441788673401,0,3.2678308486938477,5
unreal__5b9189ae17f4bc1640b0ede1ccb6aa98db7984f7559be8a6c4027c269ed9aa17,7.112586975097656,-9.223868370056152,unreal__5b9189ae17f4bc1640b0ede1ccb6aa98db7984f7559be8a6c4027c269ed9aa17,batch_22,Tier 2 (高级/AAA),3.54,physical,4,4,3,3,4.220357894897461,5,3.192232608795166,5,1.874768853187561,0,3.3259217739105225,5
unreal__7a28b9331783033f5849ad5e23c65601c5935b92f54938ecf0f1e617b725188d,-8.372726440429688,-52.519126892089844,unreal__7a28b9331783033f5849ad5e23c65601c5935b92f54938ecf0f1e617b725188d,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.01249605230987072,0,0.07532091438770294,0,4.56367301940918,5,1.254228115081787,0
unreal__7b9f6b26d966a2de7881e33c486e67699584ba477f5c67f1d916649474d2aac4,-39.74577331542969,-49.33582305908203,unreal__7b9f6b26d966a2de7881e33c486e67699584ba477f5c67f1d916649474d2aac4,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.48998743295669556,0,0.03448650240898132,0,4.510345935821533,5,3.248692035675049,5
unreal__053cfbd3bfebd248bd8af10c93fe5b273bcb85e95267d7e9b0acd9d132befbad,-27.024364471435547,-62.70302963256836,unreal__053cfbd3bfebd248bd8af10c93fe5b273bcb85e95267d7e9b0acd9d132befbad,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.07561162114143372,0,0.0001366406213492155,0,3.7799503803253174,5,2.4038147926330566,0
unreal__98ed66e420e0a53a52e50f8790edc850418312725c3bc3a2e82a4b9e8e933d59,59.888572692871094,3.7938766479492188,unreal__98ed66e420e0a53a52e50f8790edc850418312725c3bc3a2e82a4b9e8e933d59,batch_22,Tier 3 (游戏级),2.58,physical,4,3,3,0,4.794161796569824,5,2.690225839614868,3,3.1288044452667236,5,3.933046817779541,5
unreal__444f58969fa8954385a3f4734d8e7e142bc1ad8527fda6cf25b8278651460086,-17.571104049682617,-58.43428039550781,unreal__444f58969fa8954385a3f4734d8e7e142bc1ad8527fda6cf25b8278651460086,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.08380257338285446,0,0.017484169453382492,0,2.953284502029419,5,2.6974775791168213,5
unreal__459bbad4fea9b54900fbd0aec2b55db755feb4b50062ea24c584efeb20bfc992,-8.30843448638916,-46.1573371887207,unreal__459bbad4fea9b54900fbd0aec2b55db755feb4b50062ea24c584efeb20bfc992,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.010122133418917656,0,0.051561761647462845,0,4.59672212600708,5,1.1136350631713867,0
unreal__3766b20bb08c9f53ec0613f464a7859cef028a2a977462ac4886fcbb23122b3c,-31.646223068237305,39.076290130615234,unreal__3766b20bb08c9f53ec0613f464a7859cef028a2a977462ac4886fcbb23122b3c,batch_22,Tier 5 (勉强可用),1.34,physical,3,0,2,1,0.04380987584590912,0,1.5534271001815796,0,3.17248272895813,5,2.817528486251831,5
unreal__4834f62d2abc860c09c127fb15c23b7dd15e45010d2b811e8eb6eb1dc6be4efb,6.721083164215088,-8.199517250061035,unreal__4834f62d2abc860c09c127fb15c23b7dd15e45010d2b811e8eb6eb1dc6be4efb,batch_22,Tier 5 (勉强可用),1.49,physical,3,0,4,0,4.464193344116211,5,4.610327243804932,5,0.0010845324723049998,0,3.526336193084717,5
unreal__9639e517d98f879b095a31242121135f4574293841bdb9836137ab93fb562ec4,59.45107650756836,7.735959529876709,unreal__9639e517d98f879b095a31242121135f4574293841bdb9836137ab93fb562ec4,batch_22,Tier 4 (手游级),2.04,physical,3,2,3,0,1.460040807723999,0,3.0967841148376465,5,4.523025989532471,5,3.8545432090759277,5
unreal__71078b4e54b356a09546d69cc8870e6d92cc25d025ec40352814cfa204c3fa0e,-27.450483322143555,-54.90935516357422,unreal__71078b4e54b356a09546d69cc8870e6d92cc25d025ec40352814cfa204c3fa0e,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.17321817576885223,0,6.594746082555503e-05,0,4.953010559082031,5,3.0543406009674072,5
unreal__538571dc6553377cf0f053a9e9d02b01860500e221c062abe35774495f2ab2d6,58.1976318359375,-26.84137725830078,unreal__538571dc6553377cf0f053a9e9d02b01860500e221c062abe35774495f2ab2d6,batch_22,Tier 3 (游戏级),3.12,physical,5,4,3,0,4.874763011932373,5,3.990800380706787,5,4.996963977813721,5,4.617588996887207,5
unreal__a68260e266307b58fad7df949392bd572735e3359be83c8ff0a4c011bac6b7b7,-31.329872131347656,-66.94023132324219,unreal__a68260e266307b58fad7df949392bd572735e3359be83c8ff0a4c011bac6b7b7,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.005368425510823727,0,4.4682012230623513e-05,0,1.3949501514434814,0,1.8585259914398193,0
unreal__af6ba5ca56f175866c613b1a22d9e97c707108cf6dce9e47cbfe485affce175a,-27.660682678222656,-56.85025405883789,unreal__af6ba5ca56f175866c613b1a22d9e97c707108cf6dce9e47cbfe485affce175a,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.109847791492939,0,1.6683093235769775e-06,0,4.962612152099609,5,0.919145405292511,0
unreal__b3a1e7dc91d99f5eb4a62399cec618170d534d58e78b32d9deb773bcd9f2cc5f,19.671846389770508,-38.981292724609375,unreal__b3a1e7dc91d99f5eb4a62399cec618170d534d58e78b32d9deb773bcd9f2cc5f,batch_22,Tier 4 (手游级),2.29,physical,3,1,2,5,0.4524744153022766,0,1.040008306503296,0,4.879177570343018,5,2.9753623008728027,5
unreal__bb778176898d76287bc082124466f4be134cd55a3567db04174e543ca168c067,-48.43012619018555,-2.4587671756744385,unreal__bb778176898d76287bc082124466f4be134cd55a3567db04174e543ca168c067,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,1.305289060837822e-06,0,0.05910738557577133,0,4.405505180358887,5,2.421783924102783,0
unreal__c9484fc5418a57044fcc500ef3fa2c7debe8ed074c5286953cbc0f981f6927ff,-8.40898323059082,-57.30691909790039,unreal__c9484fc5418a57044fcc500ef3fa2c7debe8ed074c5286953cbc0f981f6927ff,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.14259867370128632,0,0.13611739873886108,0,0.7259045243263245,0,1.9107599258422852,0
unreal__d23a902d5baf706cf26a28fdd2f233a67231f3b5f83e159e00ae8f2941fef8d4,-27.256431579589844,-57.364288330078125,unreal__d23a902d5baf706cf26a28fdd2f233a67231f3b5f83e159e00ae8f2941fef8d4,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.15832044184207916,0,4.534148501988966e-06,0,4.504836082458496,5,2.773655652999878,5
unreal__dfe672d176884a283fa119f719e427d2da2fc8d3fcb9a788a74e3ee0d2f65116,56.22669219970703,-19.584951400756836,unreal__dfe672d176884a283fa119f719e427d2da2fc8d3fcb9a788a74e3ee0d2f65116,batch_22,Tier 2 (高级/AAA),3.69,physical,4,4,2,5,4.458514213562012,5,1.3778965473175049,0,4.955272674560547,5,4.772241115570068,5
unreal__e1d1c53c682fcee85d2244c8b8b4599e5223c8872d8b6a96ff710b3ae7191c26,-24.256847381591797,-62.15773010253906,unreal__e1d1c53c682fcee85d2244c8b8b4599e5223c8872d8b6a96ff710b3ae7191c26,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.005921646486967802,0,2.2433825961343246e-06,0,2.0832715034484863,0,1.6484990119934082,0
unreal__ecbf49134a901e577c471eb66d7009539e499d325f63d5fee5356b158f5242f0,-20.358945846557617,-64.46250915527344,unreal__ecbf49134a901e577c471eb66d7009539e499d325f63d5fee5356b158f5242f0,batch_22,Incorrect (不可用),0.0,others,0,0,0,0,0.08478815853595734,0,0.004439106211066246,0,3.1654326915740967,5,1.875577449798584,0
3d66__1__10727_沙发02,-48.71326446533203,27.34309959411621,3d66__1__10727_沙发02,batch_220,Tier 5 (勉强可用),1.18,physical,3,0,0,3,0.05623370409011841,0,0.007088043726980686,0,2.0875678062438965,0,3.6880269050598145,5
3d66__1__19113_笔01_None,-21.41203498840332,40.49065399169922,3d66__1__19113_笔01_None,batch_220,Tier 4 (手游级),1.6,physical,2,0,1,5,0.03896864503622055,0,0.8427299857139587,0,4.38314962387085,5,2.153494119644165,0
3d66__1__19505_瓶子01,1.8755592107772827,-43.55595397949219,3d66__1__19505_瓶子01,batch_220,Tier 4 (手游级),1.75,physical,2,0,2,5,1.064183197740931e-05,0,2.410182476043701,2,4.8903069496154785,5,2.9629509449005127,5
3d66__1__105294_巧克力杯_1,-73.57306671142578,-5.748444557189941,3d66__1__105294_巧克力杯_1,batch_220,Incorrect (不可用),0.46,physical,0,0,1,1,7.254488215658814e-14,0,0.24975356459617615,0,0.0729539766907692,0,1.4079118967056274,0
3d66__1__105994_单人沙发椅_None,-64.66293334960938,0.7601374983787537,3d66__1__105994_单人沙发椅_None,batch_220,Tier 5 (勉强可用),0.73,physical,3,0,0,0,9.476223449054848e-15,0,0.0032050563022494316,0,2.455357313156128,0,2.1774208545684814,0
3d66__1__106813_古典乐器5,19.474872589111328,-6.616735458374023,3d66__1__106813_古典乐器5,batch_220,Tier 4 (手游级),1.75,physical,2,0,2,5,0.017421048134565353,0,1.220652461051941,0,2.9111993312835693,5,3.7384862899780273,5
3d66__1__108094_书1_2,16.1063289642334,-48.82973861694336,3d66__1__108094_书1_2,batch_220,Tier 4 (手游级),1.75,physical,2,0,2,5,1.705119211692363e-05,0,0.11341596394777298,0,4.895697593688965,5,3.1501126289367676,5
3d66__1__108489_布偶,-46.50254440307617,-0.5602289438247681,3d66__1__108489_布偶,batch_220,Tier 4 (手游级),1.94,physical,3,0,2,5,1.0845776499124327e-09,0,1.519686222076416,0,4.996680736541748,5,3.401989698410034,5
3d66__2__24096_摆件02,-73.3454360961914,2.7892725467681885,3d66__2__24096_摆件02,batch_220,Tier 5 (勉强可用),1.37,physical,0,0,2,5,1.6052062023347302e-12,0,2.683976173400879,3,4.992680549621582,5,1.687394618988037,0
3d66__3__38329_水果盘_13,-29.72771453857422,15.83552360534668,3d66__3__38329_水果盘_13,batch_220,Tier 5 (勉强可用),1.19,physical,3,0,2,0,2.4128360109898495e-06,0,0.521489143371582,0,1.1520391702651978,0,3.813291072845459,5
3d66__4__44348_桌子01,-24.21200942993164,-3.5132875442504883,3d66__4__44348_桌子01,batch_220,Tier 5 (勉强可用),1.49,physical,3,0,2,2,0.09862622618675232,0,0.8047385215759277,0,2.2651703357696533,0,3.7125134468078613,5
